#   TM STN_ID        LAT        LON   ALTD RHM_AVG RHM_MIN OCDT_RHM_MIN=
202512,90,38.25085,128.56473,17.5,44.0,10.0,20251208,=
202512,92,38.05903,128.66298,75.4,46.0,12.0,20251208,=
202512,93,37.94738,127.75443,95.8,72.0,15.0,20251208,=
202512,95,38.14787,127.30420,155.5,76.0,17.0,20251202,=
202512,96,37.23952,131.86983,99.1,64.1,33.5,20251202,=
202512,98,37.90188,127.06070,115.6,65.0,19.0,20251202,=
202512,99,37.88589,126.76648,30.6,71.0,18.0,20251202,=
202512,100,37.67713,128.71834,772.4,68.0,13.0,20251208,=
202512,101,37.90262,127.73570,75.8,71.0,15.0,20251208,=
202512,102,37.97396,124.71237,36.0,62.0,23.0,20251212,=
202512,104,37.80456,128.85535,75.2,50.0,11.0,20251231,=
202512,105,37.75147,128.89099,27.1,45.0,11.0,20251231,=
202512,106,37.50709,129.12433,40.5,44.0,9.0,20251231,=
202512,108,37.57142,126.96580,85.7,61.0,22.0,20251222,=
202512,110,37.55891,126.79451,11.4,70.0,22.0,20251204,=
202512,112,37.47772,126.62490,69.0,64.0,24.0,20251230,=
202512,113,37.46250,126.44087,7.1,63.9,-99.9,20251203,=
202512,114,37.33749,127.94659,150.1,68.0,19.0,20251208,=
202512,115,37.48129,130.89863,221.1,69.0,28.0,20251208,=
202512,116,37.44526,126.96402,624.8,70.9,20.6,20251227,=
202512,119,37.25746,126.98300,39.8,62.0,16.0,20251222,=
202512,121,37.18126,128.45743,240.5,69.0,12.0,20251208,=
202512,127,36.97045,127.95250,114.8,69.0,13.0,20251208,=
202512,128,36.71667,127.50000,58.0,72.9,-99.9,20251226,=
202512,129,36.77658,126.49390,25.2,70.0,20.0,20251222,=
202512,130,36.99176,129.41278,49.0,48.0,10.0,20251231,=
202512,131,36.63924,127.44066,58.7,58.0,15.0,20251208,=
202512,133,36.37199,127.37210,67.8,64.0,12.0,20251208,=
202512,135,36.22025,127.99458,245.0,61.0,14.0,20251208,=
202512,136,36.57293,128.70733,141.3,60.0,12.0,20251208,=
202512,137,36.40837,128.15741,96.6,60.0,11.0,20251208,=
202512,138,36.03201,129.38002,3.9,48.0,11.0,20251208,=
202512,139,35.98330,129.41670,21.0,-99.9,-99.9,-999,=
202512,140,36.00530,126.76135,27.9,73.0,19.0,20251230,=
202512,142,35.89083,128.66111,35.4,56.7,13.0,20251231,=
202512,143,35.87797,128.65296,54.3,54.0,11.0,20251208,=
202512,146,35.84092,127.11718,60.4,65.0,20.0,20251231,=
202512,151,35.59333,129.35222,12.6,55.1,11.0,20251201,=
202512,152,35.58237,129.33469,81.1,50.0,11.0,20251201,=
202512,153,35.16917,128.93444,4.0,55.4,12.0,20251231,=
202512,155,35.17019,128.57282,35.0,53.0,14.0,20251231,=
202512,156,35.17294,126.89156,70.3,64.0,17.0,20251230,=
202512,158,35.12500,126.81167,12.8,72.4,12.7,20251231,=
202512,159,35.10468,129.03203,69.6,49.0,11.0,20251208,=
202512,160,35.11882,128.99995,512.0,62.3,19.4,20251231,=
202512,161,35.08333,128.06667,8.0,66.8,12.0,20251208,=
202512,162,34.84541,128.43561,31.2,56.0,14.0,20251208,=
202512,163,34.99139,126.38306,10.9,70.8,18.0,20251230,=
202512,165,34.81732,126.38151,44.7,70.0,28.0,20251230,=
202512,167,34.84667,127.61250,17.9,58.1,13.0,20251201,=
202512,168,34.73929,127.74063,65.9,55.0,13.0,20251208,=
202512,169,34.68719,125.45105,75.1,69.0,37.0,20251201,=
202512,170,34.39590,126.70182,35.4,67.0,20.0,20251230,=
202512,172,35.34824,126.59900,52.4,70.0,27.0,20251230,=
