#   TM STN_ID        LAT        LON   ALTD RN_MSUM RN_MAX_1HR RN_MAX_1HR_OCUR_TMA RN_MAX_6HR RN_MAX_6HR_OCUR_TMA RN_MAX_10M RN_MAX_10M_OCUR_TMA=
202503,90,38.25085,128.56473,17.5,98.4,-99.9,-999,18.6,20250303,-99.9,-999,=
202503,92,38.05903,128.66298,75.4,81.9,4.7,20250303,120.0,20250328,4.5,20250303,=
202503,93,37.94738,127.75443,95.8,26.2,-99.9,-999,8.6,20250303,-99.9,-999,=
202503,95,38.14787,127.30420,155.5,33.0,-99.9,-999,16.2,20250303,-99.9,-999,=
202503,96,37.23952,131.86983,99.1,68.5,13.5,20250327,90.0,20250327,4.5,20250327,=
202503,98,37.90188,127.06070,115.6,37.7,-99.9,-999,11.5,20250303,-99.9,-999,=
202503,99,37.88589,126.76648,30.6,35.3,-99.9,-999,16.1,20250303,-99.9,-999,=
202503,100,37.67713,128.71834,772.4,115.5,-99.9,-999,17.5,20250303,-99.9,-999,=
202503,101,37.90262,127.73570,75.8,33.7,-99.9,-999,10.7,20250303,-99.9,-999,=
202503,102,37.97396,124.71237,36.0,15.3,-99.9,-999,8.2,20250303,-99.9,-999,=
202503,104,37.80456,128.85535,75.2,117.7,-99.9,-999,16.8,20250303,-99.9,-999,=
202503,105,37.75147,128.89099,27.1,119.8,-99.9,-999,17.0,20250317,-99.9,-999,=
202503,106,37.50709,129.12433,40.5,86.7,-99.9,-999,13.5,20250317,-99.9,-999,=
202503,108,37.57142,126.96580,85.7,38.2,-99.9,-999,11.8,20250303,-99.9,-999,=
202503,110,37.55891,126.79451,11.4,30.3,4.5,20250302,60.6,20250303,2.0,20250318,=
202503,112,37.47772,126.62490,69.0,26.5,-99.9,-999,8.2,20250302,-99.9,-999,=
202503,113,37.46250,126.44087,7.1,22.7,3.3,20250302,45.8,20250302,1.0,20250302,=
202503,114,37.33749,127.94659,150.1,31.2,-99.9,-999,8.5,20250303,-99.9,-999,=
202503,115,37.48129,130.89863,221.1,91.5,-99.9,-999,15.1,20250318,-99.9,-999,=
202503,116,37.44526,126.96402,624.8,16.5,3.0,20250318,47.0,20250304,1.0,20250318,=
202503,119,37.25746,126.98300,39.8,37.5,-99.9,-999,14.1,20250303,-99.9,-999,=
202503,127,36.97045,127.95250,114.8,51.3,-99.9,-999,31.9,20250303,-99.9,-999,=
202503,128,36.71667,127.50000,58.0,3.4,1.5,20250303,15.6,20250303,0.6,20250303,=
202503,129,36.77658,126.49390,25.2,39.7,-99.9,-999,14.1,20250303,-99.9,-999,=
202503,130,36.99176,129.41278,49.0,93.1,-99.9,-999,29.2,20250303,-99.9,-999,=
202503,131,36.63924,127.44066,58.7,50.2,-99.9,-999,30.5,20250303,-99.9,-999,=
202503,133,36.37199,127.37210,67.8,37.7,-99.9,-999,18.9,20250303,-99.9,-999,=
202503,135,36.22025,127.99458,245.0,45.5,-99.9,-999,16.0,20250303,-99.9,-999,=
202503,136,36.57293,128.70733,141.3,32.8,-99.9,-999,17.1,20250303,-99.9,-999,=
202503,137,36.40837,128.15741,96.6,38.7,-99.9,-999,18.1,20250303,-99.9,-999,=
